Club Name,Recordings,Club Identifier,Country,Activity_Score
Drom Hasharon,308,drom-hasharon-sc,Unknown,308.0
Dromin Athlacca GAA,19,dromin-athlacca-gaa,Unknown,19.0
Dromore,22,dromore,Unknown,22.0
Dromore High Rugby`,11,dromore-high-school,Unknown,11.0
Dromore Ladies,48,dromore-ladies-gfc,Unknown,48.0
DRFC,56,dromore-rfc,England,56.0
Dromore GFC,63,dromore-st-dympnas-gaelic-football-club,England,63.0
Dromore United,90,dromore-united,England,90.0
Dronfield RUFC,81,dronfield-rugby-union-football-club,England,81.0
Dronfield Town U9 Reds,23,dronfield-town-fc-eed875ad,England,23.0
DB,150,dronningborg-boldklub-2,Unknown,150.0
Dropship FC,65,dropship-fc,England,65.0
Droylsden FC,48,droylsden-fc,England,48.0
Droylsden,26,droylsden-football-club,Unknown,26.0
DRUFC,39,drufc,England,39.0
Druid Hills HS,51,druid-hills-high-school-soccer,Unknown,51.0
Druids,45,druids-club,Unknown,45.0
Mills,121,drumaness-mills,Unknown,121.0
Drumbaragh Emmets Gfc,81,rathkenny-gfc,England,81.0
Drumchapel united,154,drumchapel-united-9fc5ce86,England,154.0
Drumchapel United,99,drumchapel-united-fc-28ac7ad8,England,99.0
Drumchapel United Saturday morning,94,drumchapel-united-saturday-morning,England,94.0
Drumchapel utd 2010,14,drumchapel-utd-3ada0539,Unknown,14.0
DRP,47,drumcliffe-rosses-point-gaa-3d087f00,Unknown,47.0
Drumgath GAC,12,drumgath-gac-56a75a3c,Unknown,12.0
Drumquin GFC,47,drumquin-gfc,England,47.0
Drumragh,89,drumragh-sasfields-gac,Unknown,89.0
Drury,58,drury-university-mens-lacrosse,Unknown,58.0
Drury United,61,drury-united,England,61.0
Drury University,105,drury-university,Unknown,105.0
DNS Mura,269,drustvo-nogometna-sola-mura,Unknown,269.0
DNS Ljubljana,92,drustvo-nogometnih-sodnikov-ljubljana,Unknown,92.0
Drybrook Rugby Football Club,32,drybrook-rugby-football-club,Unknown,32.0
Dryburgh Athletic,66,drybrugh-athletic-community-club,Unknown,66.0
DS,43,ds-2,Unknown,43.0
DS,182,woodbridge-strikers-68dad9eb,Unknown,182.0
DSA,192,dsa-sports-club,Unknown,192.0
DSA Sports Club - V2,31,dsa-sports-club-new,Unknown,31.0
DSA United,64,pitch-llc,England,64.0
Doral Soccer Club,146,dsc-u14-elite,Unknown,146.0
Arminia Bielefeld,263,dsc-arminia-bielefeld-3,Unknown,263.0
Dyersburg State Soccer,131,dyersburg-state-cc-womens-soccer,Unknown,131.0
DSC,60,dsc-junior-football-club,Unknown,60.0
DSC,23,dsc-united,Unknown,23.0
DS Edusoccer,164,ds-edusoccer-puerto-rico,Unknown,164.0
DSFC Inactive 1,107,dungannon-swifts-football-club,England,107.0
Union HABAU Perg,294,dsg-union-habau-perg,Unknown,294.0
DSG Union Pichling,12,dsg-union-pichling,Unknown,12.0
DSMFL,43,dsmfl,Unknown,43.0
DSM Hartberg Fußball-Akademie,854,dsm-hartberg-fuball-akademie,Unknown,854.0
DSPFC,82,columbia-youth-soccer-association,England,82.0
DSSC Competitive,96,dssc-competitive,Unknown,96.0
DSS Haarlem,27,dss-haarlem,Unknown,27.0
DSSi,21,dssi,Unknown,21.0
DSSi-HOLT,12,dacha-ssi,Unknown,12.0
CVHS Soccer,38,dsst-college-view-high-school-soccer,Unknown,38.0
DSST: GVR,39,dsst-green-valley-ranch-high-school,Unknown,39.0
"D's Studies Co., Ltd.",41,ds-studies-co-ltd,Unknown,41.0
DSV'61,26,dsv61-8a6b16f7,Unknown,26.0
DSV TGI Gold Leoben,190,dsv-leoben-kaif-energy,Unknown,190.0
DTA Fortius,55,dta-fortius-04fdeadd,Unknown,55.0
DTA,137,dta-fortius,Unknown,137.0
Duagh GAA,27,duagh-gaa,Unknown,27.0
Duarte Project Management,26,duarte-project-management,Unknown,26.0
Carlos,198,gava,Unknown,198.0
DAFL,2261,dubai-amateur-football-league,Unknown,2261.0
DBSEH,83,dubai-british-school-emirates-hills,Unknown,83.0
DUBAI COLLEGE,120,dubai-college,Unknown,120.0
Dubai English Speaking College (DESC),91,dubai-english-speaking-college,England,91.0
Canes Girls,116,dubai-hurricanes,Unknown,116.0
Dubai Irish FC,669,dubai-irish-football-club,Ireland,669.0
Dubai Sharks RFC,23,dubai-sharks-rugby-football-club,England,23.0
Dubai Tigers Rugby Club,17,dubai-tigers-rugby-club-b0c94fdc,Unknown,17.0
Dubai Tigers u16,20,dubai-tigers-u16,Unknown,20.0
Dubai Tigers u16 Club,28,dubai-tigers,Unknown,28.0
Dubbo Bulls FC,48,dubbo-bulls-fc,England,48.0
Dubbo Football,23,dubbo-district-football-association,Unknown,23.0
Dublin Bus FC,41,dublin-bus-fc-14c08a4e,Ireland,41.0
Dublin Camogie,36,dublin-camogie,Ireland,36.0
Dublin Coffman Shamrocks,102,dublin-coffman-girls-soccer,Ireland,102.0
Dublin GAA,155,dublin-gaa,Ireland,155.0
Dublin Hospitals FC,25,dublin-hospitals-fc,Ireland,25.0
Dublin Raiders Basketball club,31,dublin-raiders-basketball-club,Ireland,31.0
Dublin United Soccer,43,na-d8e08cb5,Ireland,43.0
DUSL,59,dublin-united-soccer-league-56b75dc5,Unknown,59.0
Dublin United Soccer League,34,dublin-united-soccer-league-9f5b8ac8,Ireland,34.0
Dublin United Soccer League,41,dublin-united-soccer-league-bac4aad7,Ireland,41.0
DUSL,81,dublin-untied-soccer-league,Unknown,81.0
DCC cardinals,22,dubois-central-catholic,Unknown,22.0
NK Dubravčan,26,dubravcan-donja-dubrava,Unknown,26.0
DSC,30,dubuque-soccer-club,Unknown,30.0
Duchy College,29,duchy-college,Unknown,29.0
DUCS,30,ducs,Unknown,30.0
Dudley College Sport,230,dudley-college-sport,Unknown,230.0
DK RFC,69,dudley-kingswinford-rfc,England,69.0
Dudley Town FC First,51,dudley-town-fc-first,England,51.0
Dudley Town u18's,77,lye-town-football-club,England,77.0
DUFC Blue - 2012,152,ayso-united-downey-2012,England,152.0
Dynamos,71,duffield-dynamo,Unknown,71.0
DoYMS,86,duke-of-york-military-school,Unknown,86.0
DOYRMS,93,duke-of-yorks-royal-military-school-c31ef274,Unknown,93.0
Duke University RFC,26,duke-university-rfc,England,26.0
Duki Boys Fc,46,duki-boys-fc,England,46.0
Dukla Praha - W,172,dukla-praha-w,Unknown,172.0
duKTiG,652,duktig-brand,Unknown,652.0
Duleek AFC,36,duleek-afc,England,36.0
Duleek Bellewstown,37,duleek-bellewstown,England,37.0
Duluth East Boys,46,east-select-soccer,Unknown,46.0
Duluth FC,25,duluth-football-club,England,25.0
Duluth Marshal School,43,duluth-marshal-school,Unknown,43.0
Dulwich College Pudong Shanghai,86,dulwich-football-academy,Unknown,86.0
Dulwich Hamlet FC,37,dulwich-hamlet-football-club-d9809de6,England,37.0
DHWFC - Pink & Blues,103,dulwich-hamlet-football-club,England,103.0
Dully,964,dulwich-hill-football-club,Unknown,964.0
Dulwich Village FC,24,dulwich-village-fc-002eebfc,England,24.0
Demonette Soccer,124,dumas-girls-high-school-soccer,Unknown,124.0
DU,66,dumbarton-united-e234df44,Unknown,66.0
Dumfries Saints,49,dumfries-saints-rugby-football-club,Unknown,49.0
Dumlupinar Spor Kulubu,178,dumlupinar-spor-kulubu,Unknown,178.0
Dumont Soccer Club,19,dumont-soccer-club,Unknown,19.0
Carmen,32,bucuresti-strada-aristide-pascal-29-31-sector-3,Unknown,32.0
Dunbar,12,dunbar-rovers-fc,Unknown,12.0
Dunbar Rovers FC,666,dunbar-rovers-fc-939f648b,England,666.0
DRFC,56,dunbar-rovers-fc-2867e58e,England,56.0
Dunbar RFC,52,dunbar-rugby-football-club,England,52.0
DUNBAR,494,dunbar-united-fc,Unknown,494.0
Dunblane,93,dunblane-soccer-club,Unknown,93.0
Dunbleholden FC,51,chapelton-maroons,England,51.0
Dunboyne,90,dunboyne-afc-32dbcd56,Unknown,90.0
Duncan High School,60,duncan-high-school,Unknown,60.0
Duncan’s club,38,duncans-club,Unknown,38.0
Dundalk RFC,157,dundalk-rugby-club,England,157.0
Irelanders,63,dundalk-young-irelands,Ireland,63.0
Dundee & Angus College,95,dundee-angus-college,Unknown,95.0
Ship builders,47,dundee-fc,Unknown,47.0
Dundee FC Academy,552,dundee-fc-academy-2,England,552.0
Dundee Madsons,210,dundee-madsons-basketball-club,Unknown,210.0
Dundee North End FC,114,dundee-north-end-fc,England,114.0
Dundee Rugby,71,dundee-rugby-club-65550035,Unknown,71.0
Dundee United,120,dundee-united-womens-football-club,England,120.0
DUSC,90,dundee-united-social-club,Unknown,90.0
DUSC 2010s,64,dundee-united-sports-club,Unknown,64.0
Dundee Violet JFC,161,dundee-violet-jfc,England,161.0
Dundee West,128,dundee-west-football-club-3,Unknown,128.0
Dundee West Royals 2013's,64,dundee-west-royals-2013s,Unknown,64.0
Dundela Academy,17,dundela-academy,Unknown,17.0
Dundonald FC,15,dundonald-fc-2e4ee529,England,15.0
Dunedin City Royals FC,184,dunedin-south-city-fc-incorporated,England,184.0
Dunedoo Rugby League Football Club Inc,54,dunedoo-rugby-league-football-club-inc,Unknown,54.0
Carnegie,48,dunfermline-carnegie-hockey-club,Unknown,48.0
Dunfermline Reign,111,dunfermline-reign-basketball-club,Unknown,111.0
Dunfermline Reign Seniors,20,dunfermline-reign-senior,Unknown,20.0
Dunfermline Rugby Club,70,dunfermline-rugby-football-club,Unknown,70.0
Dungannon,16,dubgannon,Unknown,16.0
Dungannon Thomas Clarkes,127,dungannon-thomas-clarkes,Unknown,127.0
Dungarvan Rugby Club,84,dungarvan-rugby-football-club,Unknown,84.0
Dungarvan Utd,53,dungarvan-utd-afc,Unknown,53.0
Dungourney GAA,27,dungourney-gaa,Unknown,27.0
Dungowan Cowboys,48,dungowan-rugby-league-football-club,Unknown,48.0
Dungoyne FC 2,31,dungoyne-football-club,England,31.0
Dunipace 2010 Lwys,20,lightways-contractors-ltd,Unknown,20.0
Dunipace FC Youth,46,dunipace-fc-youth,England,46.0
Dunipace Football Club,58,dunipace-football-club-0a476058,Unknown,58.0
Usld,316,dunkerque,Unknown,316.0
Dunkirk fc,13,dunkirk-fc-19887773,England,13.0
Dunkirk Colts,27,dunkirk-football-club,Unknown,27.0
Dunloy FC,164,dunloy-football-club,England,164.0
Dunmanway Rugby Football Club,39,dunmanway-rugby-football-club-f51ff811,Unknown,39.0
Dunmore Junior Bucks,78,dunmore-junior-bucks,Unknown,78.0
Dunmore MacHales,39,dunmore-machales-693dd7c7,Unknown,39.0
Dunmore RFC,90,dunmore-rugby-football-club,England,90.0
Dunmore,58,dunmore-town,Unknown,58.0
Dunno,44,dunnington-fc,Unknown,44.0
Dunottar School,206,dunottar-school,Unknown,206.0
Dunsany GAA Club,11,dunsany-gaa-clun,Unknown,11.0
Dunses Disciple,16,viktor-julius-club,Unknown,16.0
Dunshaughlin & Royal Gaels GAA,41,dunshaughlin-royal-gaels-gaa-55c7cd91,Unknown,41.0
Dunshaughlin & Royal Gaels,135,dunshaughlin-royal-gaels-gaa,Unknown,135.0
Dunstable,96,bedfordshire-fa-dunstable,Unknown,96.0
Dunstable Town,42,dunstable-town-fc,England,42.0
Dunstable Town FC,10,dunstable-town-fc-95e1cba3,England,10.0
Dunstablians,74,dunstablians-rugby-union-football-club-ltd,Unknown,74.0
Dunvant RFC,71,dunvant-rugby-football-club-dc3c7f0c,England,71.0
Dunvant RFC,100,dunvant-rugby-football-club,England,100.0
Dunwoody High School Girls Soccer,102,dunwoody-high-school-girls-soccer,Unknown,102.0
DUO BASKETBALL CLUB,43,duo-basketball-club,Unknown,43.0
DUOMO,26,ssd-circolo-parrochiale-duomo,Unknown,26.0
duPont Manual Girls Soccer,72,dupont-manual-girls-soccer,Unknown,72.0
Duquesne Univeristy,206,duquesne-univeristy,Unknown,206.0
Duquesne University Women's Soccer,70,duquesne-university-womens-soccer,Unknown,70.0
Dural Rugby Club,30,dural-rugby-club-incorporated,Unknown,30.0
Dural Warriors Futsal Club,166,dural-warriors-futsal-club,Unknown,166.0
Duran Cornelius,45,duran-cornelius,Unknown,45.0
City,40,durham-city-rugby-club,England,40.0
Durham FC,120,durham-corinthians-fc,England,120.0
Durham Johnston Comprehensive,89,durham-johnston-comprehensive,Unknown,89.0
Quakies,89,durham-quakies-fc,Unknown,89.0
Durham School,61,durham-school,Unknown,61.0
Durham United Youth FC,27,durham-united-youth-fc,England,27.0
DUAFC,139,durham-university-association-football-club,England,139.0
Durham,11,durham-university-hockey-club-b403cf32,Unknown,11.0
DUHC,12,durham-university-hockey-club,Unknown,12.0
DUWAFC,28,durham-university-women-athletic-football-club,England,28.0
DW Bantam AA,233,durham-west-bantam-aa,Unknown,233.0
Durham West Junior Lightning U22AA,58,durham-west-lightning-u22aa,Unknown,58.0
Durham West Lightning U15AA,19,durham-west-lightning-u15aa,Unknown,19.0
Durham Womens FC,116,durham-womens-fc,England,116.0
Dursley RFC,13,dursley-rfc-1f206ba1,England,13.0
Dursley RFC,14,dursley-rfc-b49eb3a6,England,14.0
Dursley Town,43,dursley-town-afc,England,43.0
DUSL,74,dusl-2008girls,Unknown,74.0
Dustin Minor,159,dustin-minor,Unknown,159.0
Citadins UQAM,10,dutarte-christophe,Unknown,10.0
Dutch Connections FC,352,dutch-connections-fc,England,352.0
the Dutch Elite,203,dutch-elite-soccer-llc,Unknown,203.0
Dutch Football Club,64,dutch-football-club,Unknown,64.0
Foxes,67,dutch-fork-mens-soccer,Unknown,67.0
Dutch Lions,38,dutch-lions,Unknown,38.0
Dutch Lions 2010,39,dutch-lions-2010,Unknown,39.0
DSFA,19,dutch-senegal-football-academy,Unknown,19.0
Duvenstedt,21,duvenstedt,Unknown,21.0
Duxbury Youth Soccer,17,duxbury-youth-soccer,Unknown,17.0
DUX LOGROÑO,113,club-deportivo-escuelas-de-futbol-logrono,Unknown,113.0
DV7,105,dv7,Unknown,105.0
DV7/Bayamon FC,320,bayamon-fc,England,320.0
DV7 NY,114,dv7-soccer-academy,Unknown,114.0
Dvärsätts BK,12,dvarsatts-bollklubb,Unknown,12.0
D.V. Bilzen United,71,fc-alken,England,71.0
DVC Appingedam,62,dvc-appingedam,Unknown,62.0
DVC,64,dvc-dedemsvaart-24abb862,Unknown,64.0
DVD DE JOGADOR,12,dvd-de-jogador,Unknown,12.0
DVG,122,dvg,Unknown,122.0
DVHS Girls Soccer,79,desert-vista-high-school-girls-soccer,Unknown,79.0
DV Soccer-Friends,11,martin-etling,Unknown,11.0
DV Solingen,23,dv-solingen,Unknown,23.0
DVTK Kézilabda,33,mikrohungaria-sport-ltd,Unknown,33.0
DVV ‘09,29,dvv09,Unknown,29.0
DVV Davo,36,dvv-davo-82431560,Unknown,36.0
D.V.V. Go-Ahead,24,dvv-go-ahead,Unknown,24.0
Dwcoaching,39,dwcoaching,Unknown,39.0
D Weatherly,11,d-weatherly,Unknown,11.0
Dwight,10,dwight,Unknown,10.0
Dwight Belfoncave,13,dwight-belfoncave-dddf59fc,Unknown,13.0
Emma Hsu,56,sta-da-hsu,Unknown,56.0
Ole 2014,134,ole-2014,Unknown,134.0
Redhawks,37,dw-poppy-secondary-redhawks-athletics,Unknown,37.0
DW Royals,76,dryburgh-athletic-community-club-185cf766,Unknown,76.0
DXSP0030,275,dxsp0030-3,Unknown,275.0
Dyce Boys Club 2013’s,17,dyce-boys-2013s,Unknown,17.0
Dyce FC,83,dyce-football-club,England,83.0
Dyce,45,dyce-juniors-football-club,Unknown,45.0
Dyce RFC,41,dyce-rugby-football-club,England,41.0
Dyer County High School,18,dyer-county-high-school,Unknown,18.0
Dyer Kickers,236,dyer-kickers-soccer-club,Unknown,236.0
MUFC,12,dylan-barrett,England,12.0
Dynamic Futbol,75,dynamic-futbol-academy,Unknown,75.0
Dynamo,43,atlas-3241b426,Unknown,43.0
DYNAMO2009,90,dynamo2009,Unknown,90.0
Dynamo 2011B Red,13,dynamo-2011b-red,Unknown,13.0
Dyanamo,37,dynamo-dash-10,Unknown,37.0
Dynamo Dash Youth,154,dynamo-dash-youth,Unknown,154.0
Dynamo Dresden,543,dynamo-dresden,Unknown,543.0
Dynamo,162,dynamo-fc-3,Unknown,162.0
Dynamo FC,148,dynamo-football-club,England,148.0
Dynamo la,15,dynamo-la,Unknown,15.0
DynamoLA,14,dynamola,Unknown,14.0
Dynamos,120,dynamos,Unknown,120.0
Dynamo Schwerin,36,sg-dynamo-schwerin-ev,Unknown,36.0
Dynamo Soccer Club,22,dynamo-soccer-club-fbb2be93,Unknown,22.0
Dynamos,57,dynamos-soccer-club-cad7431c,Unknown,57.0
Dynamos USCTX RL G07,55,dynamos-soccer-club-4d476011,Unknown,55.0
Dynamos USC TX RL G10,66,dynamos-fc-06-gold-girls,Unknown,66.0
Dynamo Tekkers,74,dynamo-tekkers-football-and-futsal-academy,Unknown,74.0
Dynamo Victoria FC,184,dynamo-victoria-football-club,England,184.0
Dynamo Woman's Academy,21,dynamo-womans-academy,Unknown,21.0
Dynasty,517,dynasty-basketball,Unknown,517.0
Dynasty,421,dynasty-sports-performance-llc,Unknown,421.0
Dyrrah City Football Academy,68,dyrrah-city-football-academy,England,68.0
Dysart Rugby League Football Club Inc,30,dysart-rugby-league-football-club-inc,Unknown,30.0
DZC'68,104,dzc68,Unknown,104.0
DAP Dębica,120,dziecieca-akademia-pikarska-w-debicy,Unknown,120.0
E3,22,e3-fc,Unknown,22.0
E45Brownsville,29,rayados-brownsville,Unknown,29.0
EAA NE Roots SC 06G,55,eaa-ne-roots-sc-06g,Unknown,55.0
EAB XV,52,eab-xv,Unknown,52.0
EA EYE SCOUT LIMITED,13,ea-eye-scout,Unknown,13.0
Eagle,83,eagle,Unknown,83.0
21904830377489,36,21904830377489,Unknown,36.0
Eaglebrook School,37,eaglebrook-school,Unknown,37.0
Eagle Christian Academy,38,eagle-christian-academy,Unknown,38.0
Eagle Claw FC (Nehemiah & Anneliese),25,eagle-claw-fc,England,25.0
Eagleeye,111,eagle-eye,Unknown,111.0
Eagle eye fc,42,eagle-eye-fc,England,42.0
Eagle Eye Sports,437,bryst-football-academy,Unknown,437.0
Eagle FC,43,penn-fc-youth-04-spartans,England,43.0
Eagle High Rugby  Boys,25,eagle-high-rugby-club-boys-f6f12a0d,Unknown,25.0
Eagle Rugby,183,eagle-high-school-rugby,Unknown,183.0
Eagle Lacrosse,63,eagle-lacrosse,Unknown,63.0
EAGLE ROCK RUGBY CLUB,92,eagle-rock-rugby-club,Unknown,92.0
Eagles,35,eagles-f7490eeb,Unknown,35.0
BC BOUNCE,16,bc-bounce,Unknown,16.0
Eaglescliffe Elementis,341,eaglescliffe-elementis-junior-football-club,Unknown,341.0
Eaglescliffe Elementis Yellows,35,eaglescliffe-elementis-yellows,Unknown,35.0
Eagles Football Club,25,eagles-football-club-e5f4d521,Unknown,25.0
Eagles Football Club,20,eagles-football-club-323fdc39,Unknown,20.0
Eagles G2014,48,eagles-g2014,Unknown,48.0
Eagles Performance Academy,109,eagles-performance-academy,Unknown,109.0
Eagle Sports,55,eagle-sports-club,Unknown,55.0
Eagles SC,168,eagles-sc,Unknown,168.0
Eagles,38,eagles-soccer-club-9844b9f0,Unknown,38.0
Eagles,111,galaxy-conejo-valley-navy-b09,Unknown,111.0
Eagles,91,eagles-soccer-club,Unknown,91.0
EagleStix 2028 Blue,87,eaglestix-2028-blue,Unknown,87.0
Eagle Stix 2030,81,eagle-stix-2030,Unknown,81.0
Eagle Stix 2031,25,eagle-stix-2031,Unknown,25.0
Eagles United FC,45,eagles-united-fc,England,45.0
EagleView,261,eagleview,Unknown,261.0
EAHS,53,eahs,Unknown,53.0
Ealing HC,106,ealing-hockey-club,Unknown,106.0
Ealing Rugby,171,ealing-trailfinders-rfc,Unknown,171.0
Ealing United,75,ealing-united-fc-1c0d3454,England,75.0
Earlham College,112,earlham-college,Unknown,112.0
Earls Barton United,59,earls-barton-united-football-club,England,59.0
Mick Roberts,47,earlsdon-rfc-8b5cd223,Unknown,47.0
Earlsfield,105,earlsfield-fc,Unknown,105.0
Earlville Raiders,19,earlville-high-school-red-raider-varsity-soccer,Unknown,19.0
Easington Sports FC,160,easington-sports-fc-3,England,160.0
EAFC,73,ea-soccer-program-llc,England,73.0
E&A Sports,18,family-use-249ed50d,Unknown,18.0
EastAdelaideFC,94,east-262,England,94.0
East Atlanta Football Cluib,16,southern-soccer-academy-4,Unknown,16.0
East Ave AA,72,true-illinois-premier-aa,Unknown,72.0
East Basketball,31,east-basketball-f18ffe89,Unknown,31.0
East bay eclipse,47,east-bay-eclipse,Unknown,47.0
EBS,58,east-bay-soliders,Unknown,58.0
EBU Bay Oaks,34,east-bay-united-bay-oaks-soccer-club,Unknown,34.0
East Bay United Soccer Club,205,east-bay-united-soccer-club-2b774883,England,205.0
East Bay United,157,east-bay-united-soccer-club,England,157.0
Eastbeach,51,eastbeach-fc,Unknown,51.0
EBSC,60,east-bentleigh-soccer-club,Unknown,60.0
East Bergholt United FC,13,east-bergholt-united-fc,England,13.0
Eastbourne Boro Football Club,30,eastbourne-boro-football-club,Unknown,30.0
Eastbourne Borough u13’s Red,21,eastbourne-borough-9da24ac7,Unknown,21.0
Borough,23,eastbourne-borough-fc-180f6e17,Unknown,23.0
Eastbourne Borough U13 Reds Girls,42,eastbourne-borough-u13-reds-girls,Unknown,42.0
Eastbourne borough u15 white,33,eastbourne-borough-u13-white,Unknown,33.0
Eastbourne borough whites,82,eastbourne-borough-youth,Unknown,82.0
Eastbourne College,365,eastbourne-college,Unknown,365.0
Eastbourne RFC,89,eastbourne-rugby-football-club,England,89.0
Eastbourne Town,160,eastbourne-town-fc-3,England,160.0
Eastbourne Town,105,eastbourne-town-youth-football-club,England,105.0
EUYFC,293,eastbourne-united-youth-fc,England,293.0
EBSC,177,east-brunswick-soccer-club,Unknown,177.0
ECCFC,183,east-calder-community-football-club,England,183.0
East Central,142,east-central-college,Unknown,142.0
East Central Community College,80,east-central-community-college-lady-warrior-soccer,Unknown,80.0
East Central University Women’s Soccer,51,east-central-university-womens-soccer,Unknown,51.0
East Cleveland Basketball,18,east-cleveland-basketball,Unknown,18.0
East Coast,14,east-coast-2013b,Unknown,14.0
East Coast B2011 ECNL/RL,27,east-coast-football-club,Unknown,27.0
East Coast Bays AFC,11,east-coast-bays-afc-4,England,11.0
East Coast Bays A.F.C,605,east-coast-bays-afc,Unknown,605.0
East Coast Elite Basketball,19,east-coast-elite-basketball,Unknown,19.0
East coast FC,11,east-coast-fc-7ee8469b,England,11.0
ecfc,67,east-coast-fc-2,England,67.0
East Coast,638,east-coast,Unknown,638.0
East Coast FC,22,igloo-team-7b189a15,England,22.0
East Coast FC 2015,57,east-coast-fc-44a4c0e8,England,57.0
East Coast,30,east-coast-football-club-ba3d2637,Unknown,30.0
EHC,23,eastcote,Unknown,23.0
East County Revolution 12G Yellow,51,east-county-revolution-fc-69aee57f,Unknown,51.0
East County Revolution FC,100,east-county-revolution-football-club-16f09901,England,100.0
East County Revolution FC,25,east-county-revolution-fc-a7ac03ec,England,25.0
Revolution FC,172,east-county-revolution-football-club-8518b9b2,England,172.0
EC Revolution FC,114,east-county-revolution-football-club,England,114.0
EC Revolution FC,121,east-county-revolution-futbol-club,England,121.0
EC Revolution FC,92,east-county-revolution-futbol-club-6c72cc76,England,92.0
East County Surf,43,east-county-surf-cf0b87aa,Unknown,43.0
East Cowes Victoria AFC,38,east-cowes-victoria-afc,England,38.0
ECHS Soccer Booster Club,66,east-coweta-soccer-booster-club,Unknown,66.0
East Durham College,28,east-durham-college-b05fe0c2,Unknown,28.0
East Enders,308,richard-pak,Unknown,308.0
East Enders Ticats U11,109,east-enders-ticats-86fcddfe,Unknown,109.0
East End Lions,15,greatkingdomunited,Unknown,15.0
EESA,31,easter-elite-soccer-academy,Unknown,31.0
Easterhouse FA,67,easterhouse-fa-199e4a0e,Unknown,67.0
easterhouse fa,181,easterhouse-football-academy,Unknown,181.0
Easterhouse U20s,17,easterhouse-football-academy-8842885e,Unknown,17.0
Eastern,132,capture-moment,Unknown,132.0
Eastern Arizona College,20,eastern-arizona-college-9b0fefa7,Unknown,20.0
Eastern District Sports Associations Limited,147,eastern-district,Unknown,147.0
Eastern Elite 09G Clubhouse,62,eastern-elite-sa-spring,Unknown,62.0
Eastern Elite Soccer 2014B,14,eastern-elite-soccer,Unknown,14.0
Eastern Elite,161,kyle-sniatecki,Unknown,161.0
Eastern Elite,17,eastern-elite-soccer-academy-21d2514c,Unknown,17.0
Eastern Flames FC,62,eastern-flames-football-club,England,62.0
Eastern Gaels,56,eastern-gaels-gaa-club,Unknown,56.0
Eastern Harps,261,eastern-harps-gaa-club,Unknown,261.0
Eastern Indoor,3981,eastern-indoor-sports-centre,Unknown,3981.0
Eastern Lions,43,eastern-lions-soccer-club,Unknown,43.0
Eastern Lions,31,eastern-lions-soccer-club-3,Unknown,31.0
Eastern Men's Soccer,100,eastern-mens-soccer-3,Unknown,100.0
Eastern Michigan University,216,eastern-michigan-university,Unknown,216.0
Eastern Michigan University,49,eastern-michigan-university-womens-lacrosse,Unknown,49.0
Eastern New York Youth Soccer Association,48,eastern-new-york-youth-soccer-association,United States,48.0
Eastern Ontario Super Hockey League,30,eastern-ontario-super-hockey-league,Unknown,30.0
EPYSA,110,eastern-pennsylvania-youth-soccer,Unknown,110.0
Eastern Sierra Sports,113,eastern-sierra-sports,Unknown,113.0
Eastern Suburbs,75,ragazzi-del-calcio,Unknown,75.0
Eastern Suburbs AFC,138,eastern-suburbs-afc-3,England,138.0
Eastern Suburbs,319,eastern-suburbs-afc-2,Unknown,319.0
EASTERN SUBURBS,84,eastern-suburbs-football-club-d55043d6,Unknown,84.0
Hakoah Futsal Club,312,eastern-suburbs-hakoah-futsal-club,Unknown,312.0
Eastern Suburbs FC,358,eastern-suburbs-soccer-club-ltd,England,358.0
Eastern Thunder FC,14,eastern-thunder-fc,England,14.0
Eastern United Football Club,37,eastern-united-football-club,England,37.0
East Fife 2012s,13,east-fife-community-fc-2012,Unknown,13.0
East Fife CFC,329,east-fife-community-football-club,England,329.0
East Fife GWFC,38,east-fife-girls-and-women-football-club,England,38.0
East Fishkill,72,east-fishkill-4,Unknown,72.0
East Fishkill Soccer Club,67,east-fishkill-soccer-club-89544eb4,Unknown,67.0
EFSC,31,east-fishkill-soccer-club-fb849fab,Unknown,31.0
East Florida United,178,east-florida-united-grass-roots-sport-club,United States,178.0
East Forsyth Broncos’,12,east-forsyth-broncos,Unknown,12.0
East Forsyth Soccer,67,east-forsyth-high-school-soccer,Unknown,67.0
East Galway,27,east-galway-united,Ireland,27.0
EGUFC,21,east-gippsland-united-football-club,England,21.0
East Gosford Rams,197,east-gosford-football-club,Unknown,197.0
EAST GRINSTEAD RFC,12,east-grinstead-rugby-football-club,England,12.0
East Grinstead,12,east-grinstead-town-14,Unknown,12.0
EGTFC,231,east-grinstead-town-fc,England,231.0
EHSC,61,east-hampton-soccer-club,Unknown,61.0
East Hampton Soccer Stars,22,east-hampton-soccer-stars,Unknown,22.0
EHSC,63,east-hanover-soccer-club-4c7351da,Unknown,63.0
EHSC,55,east-hanover-soccer-club,Unknown,55.0
East Harling,73,east-harling,Unknown,73.0
EHYFC,97,east-herts-youth-fc,England,97.0
East Herts Youth F.C,20,east-herts-youth-fc-774f8fd7,Unknown,20.0
EHHS Soccer,108,east-hickman-high-school,Unknown,108.0
East,13,east-high-school-56515160,Unknown,13.0
East Hull,48,east-hull-rugby-league-club,Unknown,48.0
East Kew FC,114,east-kew-football-club,England,114.0
EK Burgh 05,36,east-kilbride-burgh-united-05,Unknown,36.0
EKFC,150,east-kilbride-fc,England,150.0
EKFC 2009s,199,east-kilbride-football-club-2009s,England,199.0
